Fasta headers,Reporter intensity corrected 0,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5
tr|Q3ULJ9|Q3ULJ9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Rangap1 PE=2 SV=1;tr|Q91YS2|Q91YS2_MOUSE Rangap1 protein OS=Mus musculus OX=10090 GN=Rangap1 PE=2 SV=1;tr|Q8C2E3|Q8C2E3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ran,450500,384720,386960,386370,327710,464390
sp|P46460|NSF_MOUSE Vesicle-fusing ATPase OS=Mus musculus OX=10090 GN=Nsf PE=1 SV=2,191360000,180650000,165070000,160700000,129880000,176750000
tr|Q3UIH5|Q3UIH5_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Psmc2 PE=2 SV=1;tr|Q8BVQ9|Q8BVQ9_MOUSE 26S proteasome regulatory subunit 7 OS=Mus musculus OX=10090 GN=Psmc2 PE=1 SV=1;sp|P46471|PRS7_MOUSE 26S proteasome regulatory subunit 7 OS=Mu,2019600,2263900,1984100,1523100,1204300,2199700
sp|P46660|AINX_MOUSE Alpha-internexin OS=Mus musculus OX=10090 GN=Ina PE=1 SV=3;tr|Q3UMG4|Q3UMG4_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Ina PE=2 SV=1,41606000,55138000,52199000,41133000,36289000,58260000
tr|Q768S5|Q768S5_MOUSE Rabphilin OS=Mus musculus OX=10090 GN=Rph3a PE=2 SV=1;sp|P47708|RP3A_MOUSE Rabphilin-3A OS=Mus musculus OX=10090 GN=Rph3a PE=1 SV=2,6179500,6527300,7464800,4411100,2834300,6209700
"tr|Q5RKN9|Q5RKN9_MOUSE Capping protein (Actin filament) muscle Z-line, alpha 1 OS=Mus musculus OX=10090 GN=Capza1 PE=1 SV=1;tr|Q3UAS2|Q3UAS2_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Capza1 PE=2 SV=1;tr|Q3UJV2|Q3UJV2_MOUSE Uncharacterized p",196360,154920,195780,145030,126300,177300
sp|P47757|CAPZB_MOUSE F-actin-capping protein subunit beta OS=Mus musculus OX=10090 GN=Capzb PE=1 SV=3;tr|A0A0A0MQI9|A0A0A0MQI9_MOUSE F-actin-capping protein subunit beta (Fragment) OS=Mus musculus OX=10090 GN=Capzb PE=1 SV=6;tr|F6YHZ8|F6YHZ8_MOUSE F-actin,2098400,1720200,1745600,1733100,1232700,2299600
"tr|Q5SS02|Q5SS02_MOUSE Neuron specific gene family member 2, isoform CRA_a OS=Mus musculus OX=10090 GN=Nsg2 PE=1 SV=1;sp|P47759|NSG2_MOUSE Neuronal vesicle trafficking-associated protein 2 OS=Mus musculus OX=10090 GN=Nsg2 PE=1 SV=1",257680,216960,303770,106240,141020,276540
tr|Q91Z57|Q91Z57_MOUSE Gsr protein (Fragment) OS=Mus musculus OX=10090 GN=Gsr PE=2 SV=1;tr|Q3U9R7|Q3U9R7_MOUSE Glutathione reductase (Fragment) OS=Mus musculus OX=10090 GN=Gsr PE=2 SV=1;tr|Q3UB84|Q3UB84_MOUSE Glutathione reductase (Fragment) OS=Mus musculu,1695300,1636000,1527700,1147100,1212000,1611700
tr|Q543X6|Q543X6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Map2k4 PE=1 SV=1;sp|P47809|MP2K4_MOUSE Dual specificity mitogen-activated protein kinase kinase 4 OS=Mus musculus OX=10090 GN=Map2k4 PE=1 SV=2;tr|B1ATL6|B1ATL6_MOUSE Dual-specificit,2756400,3423800,2949100,2610200,2142200,2950300
"sp|P47857|PFKAM_MOUSE ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus OX=10090 GN=Pfkm PE=1 SV=3;tr|Q99K08|Q99K08_MOUSE ATP-dependent 6-phosphofructokinase OS=Mus musculus OX=10090 GN=Pfkm PE=2 SV=1",25479000,23509000,25307000,20059000,16270000,26352000
tr|Q3UFI4|Q3UFI4_MOUSE 60S ribosomal protein L6 OS=Mus musculus OX=10090 GN=Rpl6 PE=2 SV=1;tr|Q3UCH0|Q3UCH0_MOUSE 60S ribosomal protein L6 OS=Mus musculus OX=10090 GN=Rpl6 PE=1 SV=1;sp|P47911|RL6_MOUSE 60S ribosomal protein L6 OS=Mus musculus OX=10090 GN=R,15860000,20077000,14174000,11918000,6737800,18787000
tr|Q5RKP3|Q5RKP3_MOUSE 60S ribosomal protein L13 OS=Mus musculus OX=10090 GN=Rpl13 PE=2 SV=1;sp|P47963|RL13_MOUSE 60S ribosomal protein L13 OS=Mus musculus OX=10090 GN=Rpl13 PE=1 SV=3,19396000,24317000,19768000,14316000,8240800,23086000
sp|P48036|ANXA5_MOUSE Annexin A5 OS=Mus musculus OX=10090 GN=Anxa5 PE=1 SV=1,35697000,36911000,47848000,29339000,19688000,43104000
tr|Q548L6|Q548L6_MOUSE Glutamate decarboxylase OS=Mus musculus OX=10090 GN=Gad1 PE=1 SV=1;sp|P48318|DCE1_MOUSE Glutamate decarboxylase 1 OS=Mus musculus OX=10090 GN=Gad1 PE=1 SV=2,14565000,14939000,13948000,8613800,8628600,11170000
tr|Q548L4|Q548L4_MOUSE Glutamate decarboxylase OS=Mus musculus OX=10090 GN=Gad2 PE=1 SV=1;sp|P48320|DCE2_MOUSE Glutamate decarboxylase 2 OS=Mus musculus OX=10090 GN=Gad2 PE=1 SV=1,4732400,4821800,3996500,2219600,3522400,2239900
sp|P48722|HS74L_MOUSE Heat shock 70 kDa protein 4L OS=Mus musculus OX=10090 GN=Hspa4l PE=1 SV=2;tr|E0CY23|E0CY23_MOUSE Heat shock 70 kDa protein 4L (Fragment) OS=Mus musculus OX=10090 GN=Hspa4l PE=1 SV=1,12066000,14207000,12488000,9454000,7902200,12164000
"sp|P48771|CX7A2_MOUSE Cytochrome c oxidase subunit 7A2, mitochondrial OS=Mus musculus OX=10090 GN=Cox7a2 PE=1 SV=2",11827000,12338000,13065000,8550800,10875000,14282000
sp|P48774|GSTM5_MOUSE Glutathione S-transferase Mu 5 OS=Mus musculus OX=10090 GN=Gstm5 PE=1 SV=1;tr|E9PVM7|E9PVM7_MOUSE Glutathione S-transferase (Fragment) OS=Mus musculus OX=10090 GN=Gstm5 PE=1 SV=1;tr|E9PV63|E9PV63_MOUSE Glutathione S-transferase Mu 5 O,12331000,6611200,12136000,8970800,8262500,13765000
sp|P48962|ADT1_MOUSE ADP/ATP translocase 1 OS=Mus musculus OX=10090 GN=Slc25a4 PE=1 SV=4;tr|Q8BVI9|Q8BVI9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Slc25a4 PE=2 SV=1,333460000,347540000,294940000,286040000,261930000,313480000
tr|Q3U7F3|Q3U7F3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Hnrnpa1 PE=2 SV=1;tr|Q3TIK8|Q3TIK8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Hnrnpa1 PE=2 SV=1;tr|Q5EBP8|Q5EBP8_MOUSE Heterogeneous nuclear ribonucleoprotein A1 OS=M,2243000,2200800,2052900,1471700,1328200,2335500
sp|P49442|INPP_MOUSE Inositol polyphosphate 1-phosphatase OS=Mus musculus OX=10090 GN=Inpp1 PE=1 SV=2,1763100,1998000,2006800,1392400,1009000,2002200
sp|P49443|PPM1A_MOUSE Protein phosphatase 1A OS=Mus musculus OX=10090 GN=Ppm1a PE=1 SV=1;tr|Q9EQE2|Q9EQE2_MOUSE Protein phosphatase 1A OS=Mus musculus OX=10090 GN=Ppm1a PE=1 SV=1;tr|Q9EQE3|Q9EQE3_MOUSE Protein phosphatase 2C alpha 3 OS=Mus musculus OX=1009,5620600,6242200,6505800,4475100,3065400,6783200
"tr|Q543F6|Q543F6_MOUSE Cyclin-dependent kinase 5, isoform CRA_c OS=Mus musculus OX=10090 GN=Cdk5 PE=1 SV=1;sp|P49615|CDK5_MOUSE Cyclin-dependent-like kinase 5 OS=Mus musculus OX=10090 GN=Cdk5 PE=1 SV=1;tr|A0A0G2JDL3|A0A0G2JDL3_MOUSE Cyclin-dependent-like k",5036800,5631900,4535900,4387100,3051700,4993900
tr|Q8BKE0|Q8BKE0_MOUSE Proteasome endopeptidase complex (Fragment) OS=Mus musculus OX=10090 GN=Psma2 PE=1 SV=1;tr|Q9CZ58|Q9CZ58_MOUSE Proteasome subunit alpha type OS=Mus musculus OX=10090 GN=Psma2 PE=2 SV=1;tr|Q3UWT6|Q3UWT6_MOUSE Proteasome subunit alpha ,714480,655600,525080,710070,574570,667210
tr|Q3UY00|Q3UY00_MOUSE Protein S100 OS=Mus musculus OX=10090 GN=S100b PE=1 SV=1;sp|P50114|S100B_MOUSE Protein S100-B OS=Mus musculus OX=10090 GN=S100b PE=1 SV=2,71116,83325,86978,50516,46282,84398
tr|Q3UFJ8|Q3UFJ8_MOUSE Guanine nucleotide-binding protein subunit gamma OS=Mus musculus OX=10090 GN=Gng4 PE=2 SV=1;sp|P50153|GBG4_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4 OS=Mus musculus OX=10090 GN=Gng4 PE=1 SV=1,5001200,4392500,4696200,2942900,3064200,3671900
tr|Q3U5U5|Q3U5U5_MOUSE Adenosylhomocysteinase OS=Mus musculus OX=10090 PE=2 SV=1;tr|Q3U4D1|Q3U4D1_MOUSE Adenosylhomocysteinase OS=Mus musculus OX=10090 PE=2 SV=1;tr|Q3TF14|Q3TF14_MOUSE Adenosylhomocysteinase OS=Mus musculus OX=10090 GN=Ahcy PE=1 SV=1;sp|P5,2667600,2524200,2213300,2269300,2056500,2042200
sp|P50396|GDIA_MOUSE Rab GDP dissociation inhibitor alpha OS=Mus musculus OX=10090 GN=Gdi1 PE=1 SV=3,85604000,74865000,78024000,66451000,59741000,79036000
sp|P50428|ARSA_MOUSE Arylsulfatase A OS=Mus musculus OX=10090 GN=Arsa PE=1 SV=2,1462000,1331200,1679700,1193200,464840,1540800
sp|P50516|VATA_MOUSE V-type proton ATPase catalytic subunit A OS=Mus musculus OX=10090 GN=Atp6v1a PE=1 SV=2,139490000,141610000,132740000,110910000,86116000,143870000
sp|P50518|VATE1_MOUSE V-type proton ATPase subunit E 1 OS=Mus musculus OX=10090 GN=Atp6v1e1 PE=1 SV=2;tr|A0A0N4SW07|A0A0N4SW07_MOUSE V-type proton ATPase subunit E 1 (Fragment) OS=Mus musculus OX=10090 GN=Atp6v1e1 PE=1 SV=1,61579000,70951000,56595000,48113000,40231000,61996000
tr|Q05BN2|Q05BN2_MOUSE Pa2g4 protein (Fragment) OS=Mus musculus OX=10090 GN=Pa2g4 PE=2 SV=1;tr|Q3UMW2|Q3UMW2_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Pa2g4 PE=2 SV=1;tr|Q3TGU7|Q3TGU7_MOUSE Proliferation-associated 2G4 OS=Mus musculus OX=10,3570200,4103800,3423100,2939200,1942300,3863000
sp|P51141|DVL1_MOUSE Segment polarity protein dishevelled homolog DVL-1 OS=Mus musculus OX=10090 GN=Dvl1 PE=1 SV=2,30083,47894,31500,29111,22089,35058
tr|Q4FJQ0|Q4FJQ0_MOUSE MCG130610 OS=Mus musculus OX=10090 GN=Rab7 PE=1 SV=1;sp|P51150|RAB7A_MOUSE Ras-related protein Rab-7a OS=Mus musculus OX=10090 GN=Rab7a PE=1 SV=2,9132100,9339900,8968100,8311300,6479600,9300700
tr|Q3UHW2|Q3UHW2_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Hsd17b4 PE=2 SV=1;tr|Q3TT11|Q3TT11_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Hsd17b4 PE=2 SV=1;sp|P51660|DHB4_MOUSE Peroxisomal multifunctional enzyme type 2 OS=Mus ,1472700,1265000,1657700,1310900,915210,1810900
sp|P51830|ADCY9_MOUSE Adenylate cyclase type 9 OS=Mus musculus OX=10090 GN=Adcy9 PE=1 SV=1;tr|E9Q706|E9Q706_MOUSE Adenylate cyclase type 9 OS=Mus musculus OX=10090 GN=Adcy9 PE=1 SV=1,536800,449960,541930,303170,343810,745850
tr|Q921S5|Q921S5_MOUSE V-type proton ATPase subunit OS=Mus musculus OX=10090 GN=Atp6v0d1 PE=2 SV=1;sp|P51863|VA0D1_MOUSE V-type proton ATPase subunit d 1 OS=Mus musculus OX=10090 GN=Atp6v0d1 PE=1 SV=2,26710000,24273000,18033000,23533000,23026000,19120000
tr|Q545A2|Q545A2_MOUSE MCG11560 OS=Mus musculus OX=10090 GN=Slc25a5 PE=1 SV=1;sp|P51881|ADT2_MOUSE ADP/ATP translocase 2 OS=Mus musculus OX=10090 GN=Slc25a5 PE=1 SV=3,29540000,30055000,26520000,24282000,23501000,26874000
tr|Q9QYK8|Q9QYK8_MOUSE Inward rectifier potassium channel 3 (Fragment) OS=Mus musculus OX=10090 GN=Kcnj4 PE=2 SV=1;tr|Q8R434|Q8R434_MOUSE Inwardly-rectifying K+ channel protein (Fragment) OS=Mus musculus OX=10090 PE=3 SV=1;tr|Q8R435|Q8R435_MOUSE Inward rec,89415,64302,73187,47961,59029,78700
tr|Q545S0|Q545S0_MOUSE Sulfurtransferase OS=Mus musculus OX=10090 GN=Tst PE=1 SV=1;sp|P52196|THTR_MOUSE Thiosulfate sulfurtransferase OS=Mus musculus OX=10090 GN=Tst PE=1 SV=3,14202000,14777000,15905000,12950000,8576800,18053000
sp|P52480|KPYM_MOUSE Pyruvate kinase PKM OS=Mus musculus OX=10090 GN=Pkm PE=1 SV=4,128930000,140050000,108440000,102940000,105210000,102060000
sp|P52760|RIDA_MOUSE 2-iminobutanoate/2-iminopropanoate deaminase OS=Mus musculus OX=10090 GN=Rida PE=1 SV=3,2628700,2723500,3310700,2001800,1712200,2411300
tr|Q4FJM3|Q4FJM3_MOUSE Efnb2 protein OS=Mus musculus OX=10090 GN=Efnb2 PE=1 SV=1;tr|Q3V1E0|Q3V1E0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Efnb2 PE=2 SV=1;sp|P52800|EFNB2_MOUSE Ephrin-B2 OS=Mus musculus OX=10090 GN=Efnb2 PE=1 SV=1,200990,261760,175640,205640,145310,220940
tr|Q8BP79|Q8BP79_MOUSE Cytochrome c heme lyase OS=Mus musculus OX=10090 GN=Hccs PE=2 SV=1;sp|P53702|CCHL_MOUSE Cytochrome c-type heme lyase OS=Mus musculus OX=10090 GN=Hccs PE=1 SV=2,148620,104180,177380,100800,91537,197740
tr|Q8JZZ5|Q8JZZ5_MOUSE Phosphatidylinositol transfer protein beta isoform OS=Mus musculus OX=10090 GN=Pitpnb PE=1 SV=1;sp|P53811|PIPNB_MOUSE Phosphatidylinositol transfer protein beta isoform OS=Mus musculus OX=10090 GN=Pitpnb PE=1 SV=2,188800,194950,245540,110610,133790,264770
"tr|Q0PD65|Q0PD65_MOUSE RAB2, member RAS oncogene family OS=Mus musculus OX=10090 GN=Rab2a PE=1 SV=1;sp|P53994|RAB2A_MOUSE Ras-related protein Rab-2A OS=Mus musculus OX=10090 GN=Rab2a PE=1 SV=1;tr|Q8BXY4|Q8BXY4_MOUSE Uncharacterized protein OS=Mus musculus ",7573500,5397500,6850000,6387100,4848400,7237800
"sp|P54071|IDHP_MOUSE Isocitrate dehydrogenase [NADP], mitochondrial OS=Mus musculus OX=10090 GN=Idh2 PE=1 SV=3;tr|A0A0U1RP68|A0A0U1RP68_MOUSE Isocitrate dehydrogenase [NADP], mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Idh2 PE=1 SV=1;tr|D6RIL6|D6R",10779000,10935000,10884000,8211800,6855900,10077000
tr|Q3TJ52|Q3TJ52_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Rad23b PE=2 SV=1;tr|Q3UQN3|Q3UQN3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Rad23b PE=2 SV=1;tr|Q3U041|Q3U041_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 ,1613900,1397000,1493900,1288800,794910,1358900
sp|P54763|EPHB2_MOUSE Ephrin type-B receptor 2 OS=Mus musculus OX=10090 GN=Ephb2 PE=1 SV=3,7131,8894,11422,7647.3,5553.5,10741
sp|P54823|DDX6_MOUSE Probable ATP-dependent RNA helicase DDX6 OS=Mus musculus OX=10090 GN=Ddx6 PE=1 SV=1,1818800,1471400,1722300,1138100,953750,1956700
tr|Q80WU9|Q80WU9_MOUSE Ptpn5 protein (Fragment) OS=Mus musculus OX=10090 GN=Ptpn5 PE=2 SV=1;sp|P54830|PTN5_MOUSE Tyrosine-protein phosphatase non-receptor type 5 OS=Mus musculus OX=10090 GN=Ptpn5 PE=1 SV=2,4942200,5299800,4975600,2010500,3398100,3012800
"tr|Q3U5N4|Q3U5N4_MOUSE ADP-ribosylarginine hydrolase, isoform CRA_a OS=Mus musculus OX=10090 GN=Adprh PE=1 SV=1;sp|P54923|ADPRH_MOUSE [Protein ADP-ribosylarginine] hydrolase OS=Mus musculus OX=10090 GN=Adprh PE=1 SV=1",233740,195960,249060,161250,143630,236700
sp|P55144|TYRO3_MOUSE Tyrosine-protein kinase receptor TYRO3 OS=Mus musculus OX=10090 GN=Tyro3 PE=1 SV=2,221840,335610,194350,240970,166510,228990
tr|Q8BWS6|Q8BWS6_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Adk PE=2 SV=1;sp|P55264|ADK_MOUSE Adenosine kinase OS=Mus musculus OX=10090 GN=Adk PE=1 SV=2,405670,373000,404960,418590,210260,454870
tr|Q8C7Q6|Q8C7Q6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Cdh11 PE=2 SV=1;sp|P55288|CAD11_MOUSE Cadherin-11 OS=Mus musculus OX=10090 GN=Cdh11 PE=1 SV=1,280070,323920,292440,264620,161950,342270
tr|Q545S4|Q545S4_MOUSE Stathmin OS=Mus musculus OX=10090 GN=Stmn2 PE=1 SV=1;tr|Q9CZ46|Q9CZ46_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Stmn2 PE=2 SV=1;sp|P55821|STMN2_MOUSE Stathmin-2 OS=Mus musculus OX=10090 GN=Stmn2 PE=1 SV=1,897520,1043900,406110,1410800,602960,328390
sp|P56213|ALR_MOUSE FAD-linked sulfhydryl oxidase ALR OS=Mus musculus OX=10090 GN=Gfer PE=1 SV=2,213430,181290,241560,105900,101040,215520
sp|P56375|ACYP2_MOUSE Acylphosphatase-2 OS=Mus musculus OX=10090 GN=Acyp2 PE=1 SV=2,616820,473320,675810,582720,443220,673810
tr|Q3V1C8|Q3V1C8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Nudt2 PE=2 SV=1;sp|P56380|AP4A_MOUSE Bis(5-nucleosyl)-tetraphosphatase [asymmetrical] OS=Mus musculus OX=10090 GN=Nudt2 PE=1 SV=3,4446300,4277700,5482000,3038400,2460400,5177800
"tr|Q6VEU5|Q6VEU5_MOUSE H+ transporting F1 ATP synthase epsilon subunit OS=Mus musculus OX=10090 GN=Atp5e PE=2 SV=1;tr|Q545F5|Q545F5_MOUSE ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit, isoform CRA_a OS=Mus musculus OX=10090 GN=At",13829000,17411000,8351000,16972000,16708000,8619800
"tr|Q9D6M5|Q9D6M5_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Dynlt3 PE=2 SV=1;tr|Q542J7|Q542J7_MOUSE Dynein light chain Tctex-type 3, isoform CRA_d OS=Mus musculus OX=10090 GN=Dynlt3 PE=1 SV=1;sp|P56387|DYLT3_MOUSE Dynein light chain Tctex-ty",729160,537130,780370,567620,422100,1023800
sp|P56391|CX6B1_MOUSE Cytochrome c oxidase subunit 6B1 OS=Mus musculus OX=10090 GN=Cox6b1 PE=1 SV=2;tr|A0A140LIU3|A0A140LIU3_MOUSE Cytochrome c oxidase subunit 6B1 OS=Mus musculus OX=10090 GN=Cox6b1 PE=1 SV=1,69171000,66679000,71355000,45131000,33391000,51716000
tr|Q3U4W8|Q3U4W8_MOUSE Ubiquitinyl hydrolase 1 OS=Mus musculus OX=10090 GN=Usp5 PE=1 SV=1;sp|P56399|UBP5_MOUSE Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus OX=10090 GN=Usp5 PE=1 SV=1;tr|D3YYA5|D3YYA5_MOUSE Ubiquitin carboxyl-terminal hydrolase 5,24387000,29617000,24216000,19516000,15451000,24627000
"sp|P56480|ATPB_MOUSE ATP synthase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1b PE=1 SV=2",202870000,208920000,188390000,132880000,131180000,178110000
tr|Q8C7W8|Q8C7W8_MOUSE Amino acid transporter OS=Mus musculus OX=10090 GN=Slc1a3 PE=2 SV=1;tr|Q8C3T7|Q8C3T7_MOUSE Amino acid transporter OS=Mus musculus OX=10090 GN=Slc1a3 PE=2 SV=1;tr|Q543U3|Q543U3_MOUSE Amino acid transporter OS=Mus musculus OX=10090 GN=,20091000,17203000,18483000,19630000,16942000,21017000
tr|Q3UN10|Q3UN10_MOUSE Wolframin OS=Mus musculus OX=10090 GN=Wfs1 PE=1 SV=1;tr|Q80UI9|Q80UI9_MOUSE Wolfram syndrome 1 homolog (Human) OS=Mus musculus OX=10090 GN=Wfs1 PE=2 SV=1;tr|Q3UMA8|Q3UMA8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Wfs1,1111300,822850,803710,542810,778710,494400
tr|Q8BXR8|Q8BXR8_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Rp1 PE=2 SV=1;tr|Q4VA02|Q4VA02_MOUSE Rp1 protein (Fragment) OS=Mus musculus OX=10090 GN=Rp1 PE=2 SV=1;sp|P56716|RP1_MOUSE Oxygen-regulated protein 1 OS=Mus musculus OX=10,0,0,0,0,8950.9,0
tr|Q564F6|Q564F6_MOUSE MCG128907 OS=Mus musculus OX=10090 GN=Pdcd5 PE=1 SV=1;sp|P56812|PDCD5_MOUSE Programmed cell death protein 5 OS=Mus musculus OX=10090 GN=Pdcd5 PE=1 SV=3;tr|D3Z7Q5|D3Z7Q5_MOUSE Programmed cell death protein 5 OS=Mus musculus OX=10090 G,1039200,1063900,966860,800410,586280,702450
tr|Q3TDE4|Q3TDE4_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Ncstn PE=2 SV=1;tr|Q3TD54|Q3TD54_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ncstn PE=2 SV=1;tr|Q3T9E5|Q3T9E5_MOUSE Uncharacterized protein OS=Mus musculus ,195680,140240,215650,187280,139630,211290
sp|P57722|PCBP3_MOUSE Poly(rC)-binding protein 3 OS=Mus musculus OX=10090 GN=Pcbp3 PE=1 SV=3;tr|G3UYM5|G3UYM5_MOUSE Poly(rC)-binding protein 3 (Fragment) OS=Mus musculus OX=10090 GN=Pcbp3 PE=1 SV=1,179430,154030,141410,117300,120120,159720
"tr|Q3UJH5|Q3UJH5_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Atp6v1d PE=2 SV=1;tr|Q3U861|Q3U861_MOUSE ATPase, H+ transporting, lysosomal V1 subunit D, isoform CRA_b OS=Mus musculus OX=10090 GN=Atp6v1d PE=1 SV=1;sp|P57746|VATD_MOUSE V-type pro",12157000,14114000,12326000,9818000,8050900,13036000
sp|P57759|ERP29_MOUSE Endoplasmic reticulum resident protein 29 OS=Mus musculus OX=10090 GN=Erp29 PE=1 SV=2,245830,295800,246170,163890,132660,246760
tr|Q6P9L9|Q6P9L9_MOUSE Eef2 protein (Fragment) OS=Mus musculus OX=10090 GN=Eef2 PE=2 SV=1;tr|Q8BMA8|Q8BMA8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Eef2 PE=2 SV=1;tr|Q3UMI7|Q3UMI7_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=E,33061000,36210000,31721000,29625000,20835000,36130000
"sp|P58281|OPA1_MOUSE Dynamin-like 120 kDa protein, mitochondrial OS=Mus musculus OX=10090 GN=Opa1 PE=1 SV=1;tr|Q80TX7|Q80TX7_MOUSE MKIAA0567 protein (Fragment) OS=Mus musculus OX=10090 GN=mKIAA0567 PE=3 SV=1;tr|H7BX01|H7BX01_MOUSE Dynamin-like 120 kDa prot",28009000,25452000,28145000,19633000,18453000,27750000
tr|Q8C0E1|Q8C0E1_MOUSE Serine/threonine-protein phosphatase 2A activator OS=Mus musculus OX=10090 GN=Ptpa PE=2 SV=1;tr|Q543N6|Q543N6_MOUSE Serine/threonine-protein phosphatase 2A activator OS=Mus musculus OX=10090 GN=Ptpa PE=1 SV=1;sp|P58389|PTPA_MOUSE Ser,4624100,4041600,4469200,3469200,2988400,4362100
tr|Q3U3S0|Q3U3S0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Strn4 PE=2 SV=1;sp|P58404|STRN4_MOUSE Striatin-4 OS=Mus musculus OX=10090 GN=Strn4 PE=1 SV=2,133910,166480,128670,130150,84055,152690
tr|Q8C076|Q8C076_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Vps33b PE=2 SV=1;sp|P59016|VP33B_MOUSE Vacuolar protein sorting-associated protein 33B OS=Mus musculus OX=10090 GN=Vps33b PE=1 SV=1,124960,170100,121220,121010,79253,148780
tr|Q05CM5|Q05CM5_MOUSE Eif5 protein (Fragment) OS=Mus musculus OX=10090 GN=Eif5 PE=2 SV=1;tr|Q8BVV6|Q8BVV6_MOUSE Eukaryotic translation initiation factor 5 OS=Mus musculus OX=10090 GN=Eif5 PE=1 SV=1;tr|Q3TQR3|Q3TQR3_MOUSE MCG118037 OS=Mus musculus OX=10090,3396500,3853900,3912300,2741500,1636200,4333800
sp|P59648|FXYD7_MOUSE FXYD domain-containing ion transport regulator 7 OS=Mus musculus OX=10090 GN=Fxyd7 PE=3 SV=1,807880,600700,365500,589780,914130,371650
tr|Q9D3C4|Q9D3C4_MOUSE Actin-related protein 2/3 complex subunit 4 OS=Mus musculus OX=10090 GN=Arpc4 PE=2 SV=1;tr|Q7TPD9|Q7TPD9_MOUSE Actin-related protein 2/3 complex subunit 4 OS=Mus musculus OX=10090 GN=Arpc4 PE=2 SV=1;sp|P59999|ARPC4_MOUSE Actin-relate,8030700,7090700,6113600,7281700,6989000,6646300
tr|Q545V6|Q545V6_MOUSE Somatostatin OS=Mus musculus OX=10090 GN=Sst PE=2 SV=1;sp|P60041|SMS_MOUSE Somatostatin OS=Mus musculus OX=10090 GN=Sst PE=3 SV=1,593830,730780,496860,309480,324740,436820
tr|Q5SWJ8|Q5SWJ8_MOUSE MCG116534 OS=Mus musculus OX=10090 GN=mCG_116534 PE=2 SV=1;sp|P60060|SC61G_MOUSE Protein transport protein Sec61 subunit gamma OS=Mus musculus OX=10090 GN=Sec61g PE=3 SV=1,0,0,1868.7,0,0,0
tr|Q3UJN2|Q3UJN2_MOUSE RuvB-like helicase OS=Mus musculus OX=10090 GN=Ruvbl1 PE=2 SV=1;tr|Q3U1C2|Q3U1C2_MOUSE RuvB-like helicase OS=Mus musculus OX=10090 GN=Ruvbl1 PE=1 SV=1;sp|P60122|RUVB1_MOUSE RuvB-like 1 OS=Mus musculus OX=10090 GN=Ruvbl1 PE=1 SV=1,394310,400130,431380,300850,233710,384800
